username,review,clean_review
Datacom Banjarmasin,"Apakah beda pelayanan pengiriman regular di tokopedia jika berbayar dibandingkan jika menggunakan potongan free ongkir ? Pengalaman yg saya rasakan beda sekali, krn klo mendapat potongan biasanya lbh lambat, walaupun regular juga",beda layan kirim regular tokopedia bayar banding guna potong free ongkir alam yang rasa beda sekali krn klo dapat potong biasa lbh lambat walaupun regular
William Sinaga,"Untuk harapan kedepannya mungkin bisa lebih memerhatikan keluh kesah pembeli khususnya jika ada permasalahan dengan paket yang dibeli, seperti penjual yang slow respon dsb. Thanks",harap depan mungkin lebih perhati keluh kesah beli khusus ada masalah paket beli jual slow respon thanks
Nur Hdyhh,"untuk ukuran pengguna baru seperti sya yg baru login seminggu lalu, toped memberikan banyak sekali diskon potongan harga 75%. namun sayang banget: 1. paket saya yang pertama butuh 3 hari proses konfirmasi baru dikirim, dan sekarang sudah hari ke 5, paket saya masih muter-muter di jakarta. 2. paket yang kedua proses nya juga lama sekitar 2 harian baru dikirim ke ekspedisi oleh penjual, nahh sudah ngirimnya telat,kurirnya bermasalah, status pketnya ""nobody at home"" padahal saya seharian dirumah.",ukur guna baru sya yang baru login minggu lalu toped beri banyak sekali diskon potong harga 75 sayang banget 1 paket pertama butuh 3 hari proses konfirmasi baru kirim sekarang hari 5 paket masih mutermuter jakarta 2 paket yang dua proses nya lama 2 hari baru kirim ekspedisi jual nahh ngirimnya telatkurirnya masalah status pketnya nobody at home padahal hari rumah
Ahya Haja,"Bisa2nya belanja pertama, paket malah kesasar. Bikin komplain, luama bangett ditanggapi. Sampe sekarang belum ada tanggalan dari CS kecuali bot. Kecewa dgn CS nya.",bisa2nya belanja pertama paket malah kesasar bikin komplain luama bangett tanggap sampe sekarang ada tanggal cs bot kecewa dgn cs nya
An No,"tolong diperbaiki, tidak bisa mengganti metode pembayaran di android 10 redmi note 8. saat masuk metode pembayaran blank putih, ditunggu lama tidak muncul metode pembayaram lainnya",baik bisa ganti metode bayar android 10 redmi note 8 masuk metode bayar blank putih tunggu lama muncul metode pembayaram lain
Ketot Siswantoro,Tokopedia pelayanan dengan program2 nya sangat menguntungkan.... Alhamdulillah sy berlangganan tidak pernah kecewa sampai mendapat member platinum. Sukses selalu tokopedia .,tokopedia layan program2 nya sangat untung alhamdulillah sy langgan pernah kecewa dapat member platinum sukses selalu tokopedia
Fark Fau faza faiq,Hallo. Tokopedia bagus dan mantap tapi bagaimana cara hapus pesan inbox koq gak ada karena update fitur tokopedia baru. Waduh. Inbox kepenuhan. Tolong perbaik tokopedia yang bisa hapus pesan inbox tokopedia,hallo tokopedia bagus mantap bagaimana cara hapus pesan inbox koq gak karena update fitur tokopedia baru waduh inbox penuh baik tokopedia bisa hapus pesan inbox tokopedia
Rafaela 23,"jangan belanja diaplikasi ini saya baru saja dirugikan karna barang yg saya pesan sampe batas waktu yg ditentukan tidak datang ,bahkan sudah lewat dari batas waktu yg ditentukan.",jangan belanja aplikasi baru rugi karna barang yang saya pesan sampe batas waktu yang tentu datang bahkan lewat batas waktu yang tentu
Fadhma Arieskha,"Dulu paling suka belanja di marketplace ini dibanding dg lainnya, tp sejak memakai kurir rekomendasi paket sering hilang! Mengecewakan!",dulu paling suka belanja marketplace banding dg lain tp sejak pakai kurir rekomendasi paket sering hilang kecewa
Thasya tv,Pertama kali pakai belanja di Tokopedia sudah bayar melalui gopay tapi sudah 1 Minggu belum juga sampai paketnya. Coba komplain di Tokopedia care..tapi tak ada solusi sama sekali. Kapok mending online shop yg lain z deh.😡😡😡😤😤😤😤😤😤😤😤😡,pertama kali pakai belanja tokopedia bayar lalu gopay sudah 1 minggu juga paket coba komplain tokopedia caretapi tak solusi sama sekali kapok mending online shop yang z deh
M,Saya user tokped sejak lama... Akhir2 ini sering kecewa karena barang yg saya order tidak sampai atau lama baru sampai dan nengajukan komplain juga solusinya lama... Semua serba lama serba lelet...,user tokped sejak lama akhir2 sering kecewa barang yang order lama baru sampai dan nengajukan komplain solusi lama semua serba lama serba lelet
Sri Wulansary,"Maaf centang 2 , biasanya sy pesan 7 hari udah sampe, ini lama bgt, pesan Januari estimasi nya nyampe bulan februari semingguan lagi. Pesanan butuh secepatnya malah datangnya lama.",maaf centang 2 biasa sy pesan 7 hari udah sampe lama banget pesan januari estimasi nya nyampe bulan februari minggu pesan butuh cepat malah datang lama
Riza Lukmana,"Harusnya tiap toko di Tokopedia wajib aktifin gratis ongkir & pembeli bisa milih jasa kirimnya. Contohlah di Shopee yg bisa begitu, jadi lebih enak belanja di sana.",harus tiap toko tokopedia wajib aktifin gratis ongkir beli milih jasa kirim contoh shopee yang begitu jadi lebih enak belanja sana
Rendi Stiawan,"Sy ingin membatalkan pesanan susah amat padahal sy pengguna plus barang tdk kunjung dikirim penjual tdk merespon sama sekali payah, cs tokopedianya malah mendukung penjual dari pada mendukung pelanggan kalo gini sy pelanggan bisa kabur, sy udh hubungi cs tokopedia dan meminta dana balik tpi mana banyk alesan chatny seakan2 mendukung penjual bukan pembeli, klo gini percuma sy pakai pluss.",sy batal pesan susah padahal sy guna plus barang tidak kunjung kirim jual tidak merespon sama sekali payah cs tokopedianya malah dukung jual pada dukung langgan kalo gin sy langgan kabur sy udh hubung cs tokopedia minta dana balik tpi mana banyk alesan chatny seakan2 dukung jual bukan beli klo gin percuma sy pakai pluss
Syarif Hidayat,Penyelesaian lewat tokopedia care tidak ada jalan tengahnya alias tidak ada hasilnya Tolong diperbaiki lagi sistem kerjanya agar kami sebagai pengguna merasa nyaman pakai tokopedia,selesai lewat tokopedia care ada jalan tengah alias ada hasil baik sistem kerja kami guna rasa nyaman pakai tokopedia
Harab Bromocorah,"mohon tokopedia berikan garansi tepat waktu , karena ekspedisi yang direkomendasikan tokped rata"" ekspedisi lelet, barang ditahan terus, bahkan sampai sepekan lebih",mohon tokopedia ikan garansi tepat waktu ekspedisi rekomendasi tokped rata ekspedisi lelet barang tahan terus bahkan pek lebih
Dimas Rianda,"Saya pengguna aplikasi ini sejak lama Lumayan bisa cari keuntungan dari aplikasi ini, dari jaman dulu Cashback masuk ke koin, sampe sekarang diskon. Dan dari awal tahun semakin pelit diskon dan fitur tidak sperti dulu. Toko pro merchant tidak ada lambang. Power merchant ada tapi aneh. Fitur makin aneh dah makin bingung, diskon pun udah ga ada.",guna aplikasi sejak lama lumayan cari untung aplikasi dari jaman dulu cashback masuk koin sampe sekarang diskon dari awal tahun makin pelit diskon fitur sperti dulu toko pro merchant lambang power merchant tapi aneh fitur makin aneh dah makin bingung diskon udah ga ada
Kayranazura,"Senang belanja di Tokopedia mudah dan banyak discont produknya,,banyak promo"" murah dan terjamin amanah. tingkatkan lagi pelayanannya. smoga sukses makin berjaya.",senang belanja tokopedia mudah banyak discont produknyabanyak promo murah jamin amanah tingkat layan smoga sukses makin jaya
ananda teguh erdian,"Pelayanan terburuk, fitur pengiriman rekomendasi Tokopedianya membuat paket pesanan saya hilang di jalan oleh ekspedisi yang masuk ke daftar kurir rekomendasi Tokopedia dan parahnya tidak ada penanganan yang tegas dari TokopediaCare",layan buruk fitur kirim rekomendasi tokopedianya buat paket pesan hilang jalan ekspedisi masuk daftar kurir rekomendasi tokopedia parah ada tangan tegas tokopediacare
Mas Jon,"Sekarang Tokopedia tidak ada diskonan 30ribu lagi Dan kalau ada diskonan, otomatis sistem ya di batalkan Sekarang saya sudah di belanja di Tokopedia lagi , lebih baik shoppe Tokopedia tipu tipu tipu",sekarang tokopedia diskon 30ribu dan kalau ada diskon otomatis sistem batal sekarang sudah belanja di tokopedia lebih baik shoppe tokopedia tipu tipu tipu
supartun mamah,Pengembalian dana sangat lambat dan tidak merespon untuk pengembalian dana saya sangat rugi karena pengembalian dana sangat lambat barang saya hilang sama kurir tetapi pengembalian dana lambat hampir 1 Bulan saya tidak akan mau lagi belanja di tokopedia karena rugi saya,kembali dana sangat lambat tidak merespon kembali dana sangat rugi kembali dana sangat lambat barang hilang sama kurir kembali dana lambat hampir 1 bulan tidak mau belanja tokopedia rugi
Zx Threesixteen,"Parah..masa iya paket udah 2 mingguan lebih gk dateng²,giliran mau di cancel gak bisa,kalau tau gini mendingan belanja di toko sebelah aja, di jamin 2 hari aja udah sampai,ini malah berminggu-minggu gak ada kabar, entah kemana barang sayaaa😠",parahmasa iya paket udah 2 minggu lebih gak datenggiliran mau cancel gak bisakalau tau gin mending belanja toko belah aja jamin 2 hari aja udah sampaiini malah bermingguminggu gak kabar entah barang sayaaa
Martha Siregar,"Baru instal apps ini karna katanya banyak promo, pembelanjaan pertama lgsg dibatalkan secara sepihak dari tokped padahal saya bayar pakai CC sendiri, info pembatalan jg ambigu dan tdk informatif alasannya knp",baru instal apps karna kata banyak promo belanja pertama lgsg batal pihak tokped padahal bayar pakai cc sendiri info batal jg ambigu tidak informatif alas knp
S. Tan (Tan),"Olshop paling sampah soal waktu pengiriman, pdhl getok tarif gila2an dari penjual, saya pernah jual barang 950rb, kepotong mo 100rb utk ini itu, termasuk promo free ongkir motongnya dari saya 🥴 lain bgt ma shopee. Tarif free ongkir jg angkanya cmn mainan biar ttp bisa nyaplok dr buyer. Faktor ekspedisi? NOoo, di Shopee sama2 J&T, tapi bisa lebih cepat nyampe yang Shopee, 2-3 hari pasti nyampai. Sedangkan di olshop sampah ini seminggu lebih 🤡 paket pindah2 ekspedisi doang muter2 di TKP penjual.",olshop paling sampah soal waktu kirim pdhl getok tarif gila2an jual pernah jual barang 950rb potong mo 100rb utk itu masuk promo free ongkir motongnya saya banget ma shopee tarif free ongkir jg angka cmn main biar ttp nyaplok dr buyer faktor ekspedisi nooo shopee sama2 jt bisa lebih cepat nyampe shopee 23 hari nyampai olshop sampah minggu lebih paket pindah2 ekspedisi doang muter2 di tkp jual
Juhery,"Pertanggal ini, Saya tidak bisa melakukan transaksi di Aplikasi TOKOPEDIA. Mohon pengecekan tentang akun Tokopedia saya 😥. Sudah Chat di layanan CSF ,Namun tidak direspon... Terimakasih 🙏",tanggal bisa laku transaksi aplikasi tokopedia mohon kece akun tokopedia saya chat layan csf tidak direspon terimakasih
Shofyan Arf,"Makin lama pakai tokped makin pelit promo. Gratis ongkir gak bisa pilih ekpedisi (gak kayak toko sebelah). Harga produk juga kalah bersaing. Tokopedia care juga kurang memuaskan. Keunggulan cuma di UI nya aja, selebihnya banyak kurangnya. Terpaksa pindah ke toko sebelah.",makin lama pakai tokped makin pelit promo gratis ongkir gak pilih ekpedisi gak kayak toko belah harga produk kalah saing tokopedia care kurang muas unggul cuma ui nya aja lebih banyak kurang paksa pindah toko belah
NEVER STAR // 33,"Heran plus pengalaman buruk banget sumpah, baru pertama kali nyoba beli disini malah dikasih pengalaman buruk banget, baru juga pertama kali pake niat beli tiba tiba pesanan langsung dibatalkan langsung sama sistem Tokopedia nya dengan embel embel ngomong ""telah dibatalkan secara otomatis oleh sistem Tokopedia karena tidak memenuhi Syarat dan Ketentuan yang berlaku yaitu adanya dugaan manipulasi transaksi."" Aneh jir manipulasi apa coba aku aja baru pertama kali make Tokopedia belum tau apa apa",heran plus alam buruk banget sumpah baru pertama kali nyoba beli sini malah kasih alam buruk banget baru pertama kali pake niat beli tiba tiba pesan langsung batal langsung sama sistem tokopedia nya embel embel ngomong batal otomatis sistem tokopedia tidak penuh syarat tentu laku ada duga manipulasi transaksi aneh jir manipulasi apa coba aku aja baru pertama kali make tokopedia tau apa apa
Alfiyah Z U,"kamu jelek krn narik saldo aja kena admin >: promo yg awalnya bisa dipake, kemudian ga bisa dipake krn dibatalkan sistem >: itu kan kesalahan kalian kocak saldo jadi masuk ke akun tokped najis ribet",kamu jelek krn narik saldo aja kena admin promo yang awal dipake kemudian ga dipake krn batal sistem kan salah kalian kocak saldo jadi masuk akun tokped najis ribet
Aris Sanjaya,"Sekarang sistem cod sudah mulai susah, tiap toko yg menggunakan kata ""bisa cod"" setelah klik barang mau bayar malah gak ada cod nya, dan untuk update pengiriman terlalu lambat saya kira pihak seller yg lama Melakukan pengiriman nya ternyata tokped nya yg lambat update status pengiriman, tolong di perbaiki lagi sistem nya",sekarang sistem cod mulai susah tiap toko yang guna kata cod klik barang mau bayar malah gak cod nya untuk update kirim terlalu lambat kira pihak seller yang lama laku kirim nya nyata tokped nya yang lambat update status kirim di baik sistem nya
Andeca Andeci,Saya sudah lama dalam belanja pakai aplikasi tokopedia....semakin buruk untuk jasa ekspedisi nya...sungguh terpaksa saya kurangi ratingnya... bagaimana bisa menyaingi marketplace sebelah kalau kirim paket saja tidak ada jaminan tepat waktu...?? Contoh tuh lazda dan shopi...punya ekspedisi yang bisa handal,sudah lama belanja pakai aplikasi tokopediasemakin buruk jasa ekspedisi nyasungguh paksa kurang ratingnya bagaimana saing marketplace belah kalau kirim paket tidak jamin tepat waktu contoh tuh lazda shopipunya ekspedisi bisa handal
Jimmy,"Saya sudah komplain dari bulan desember 2024 terkait pembelian jgn dibatasin cuma bisa 400pcs sampai skrng masih belum diperbaiki sangat kecewa, untuk sekrang saya ubah jadi bintang 3",sudah komplain bulan desember 2024 kait beli jgn dibatasin cuma 400pcs skrng belum baik sangat kecewa sekrang ubah jadi bintang 3
MUHAMMAD RAFLI,"Tolol, udah nyari info diluar website/aplikasi susah pas ada kesalahan pengiriman, penanganan komplain lambat, gak ada kontak dan gak bisa ngehubungin pihak kurir, foto bukti penerima setelah dikomplain malah gak bisa diliat, padahal biaya tambahan ini itu banyak",tolol udah nyari info luar websiteaplikasi susah pas salah kirim tangan komplain lambat gak kontak gak ngehubungin pihak kurir foto bukti terima komplain malah gak liat padahal biaya tambah itu banyak
Mansir Saputra,"Saya pelanggan setia Tokopedia, saya sangat kecewa karena paket saya seharusnya sampai dalam estimasi 4hari, ini sengaja di perlambat, setelah ini saya pastikan hapus aplikasi Tokopedia ini",langgan setia tokopedia sangat kecewa paket harus dalam estimasi 4hari sengaja lambat pasti hapus aplikasi tokopedia ini
Imam Khambali,"Saya ganti ulasannya masak limit paylater gk bisa dipake semua harus ada batasan, sedang co sering dibatalkan otomatis oleh sistemnya gk jelas banget",ganti ulas masak limit paylater gak dipake semua ada batas sedang co sering batal otomatis sistem gak jelas banget
teguh prasetiya,"Saya kasih bintang 3 karena sering error saat melakukan transaksi, kadang juga eror saat mau top up, dan banyak lagi error lainya yang membuat jadi tidak nyaman saat digunakan. Meskipun sudah di update tetap aja sama sering error. Semoga ada perbaikan",kasih bintang 3 sering error laku transaksi kadang eror mau top up banyak error lai buat jadi nyaman guna meski di update tetap aja sama sering error moga baik
Sondang DM,"Secara pilihan barang , okelah , variatif. Tapi kurang efektif utk pembelian kebutuhan kantor yang banyak sehingga perlu create beberapa akun krn maksimal transaksi hny 20 toko. Bbrp kali transaksi sering dibatalkan tokopedia krn pelanggaran memiliki akun yang mirip, kalau memang kebutuhan banyak apakah tdk bisa belanja dr bbrp akun? Complain tokopedi care tidak ada solusi/penjelasan yang menjawab . Semoga ada yang bisa bantu menjelaskan",pilih barang oke variatif kurang efektif utk beli butuh kantor banyak perlu create beberapa akun krn maksimal transaksi hny 20 toko bbrp kali transaksi sering batal tokopedia krn langgar milik akun mirip kalau memang butuh banyak tidak belanja dr bbrp akun complain tokopedi care solusipenjelasan jawab moga ada yang bantu jelas
maulana ibrahim,"UNINSTALL TOKPED. semenjak ada fitur kurir rekomendasi, udah banyak yg komplain, termasuk saya. tidak tepat waktu, update tracking tidak update. dan beberapa kali saya baca ada barang cust yg hilang. dan tokped tidak mengevaluasi hal ini sampai skrg. SKIP. masih ada toko lain yg LEBIH KOMPETITIF",uninstall tokped semenjak fitur kurir rekomendasi udah banyak yang komplain masuk tepat waktu update tracking update beberapa kali baca barang cust yang hilang tokped tidak evaluasi ini skrg skip ada toko yang lebih kompetitif
Aji alfi Syakhr,"Saya sebagai penjual, kenapa saat melakukan penarikan dana (penghasilan) ada keterangan penarikan tidak dapat di proses dan harus hubungi customer care, setelah dihubungi 1 pun tidak ada balasan. Sampai detik ini saldo masih tertahan dan belum bisa di tarik!!!!",bagai jual saat laku tari dana hasil terang tari dapat proses harus hubung customer care hubung 1 tidak balas detik saldo tahan belum di tarik
Ahmad Adrian Rasidi,"Lelet lemot, error, mau milih pembayaran tidak bisa, entah kenapa beda sama apk sebelah padahal wifi/paket data saya tidak ada masalah jaringan tp kenapa di apk nya tidak bisa",lelet lot error mau milih bayar bisa entah beda sama apk belah padahal wifipaket data masalah jaring tp di apk nya tidak bisa
eka ayufebrianti,"ini apk apaan? gue pengguna baru, voucher udah gue pake trs pas udh selesai checkout, pesanan dibatalkan sistem. kalo ga niat kasih promo ga usah gini min. kecewa gue, gunanya voucher buat apa klo ga bisa dipake. buat pajangan doang?",apk apa gue guna baru voucher udah gue pake terus pas udh selesai checkout pesan batal sistem kalo ga niat kasih promo ga usah gin min kecewa gue guna voucher buat apa klo ga dipake buat pajang doang
Ana Habibi,"Ada kendala, setiap saya mau daftar tokopedia card, kenapa selalu ada pemberitahuan akun verifikasi anda berkendala, padahal saya belum pernah daftar, dan padahal saya daftar gopay later bisa, masak Tokopedia card bgitu, ndak bisa. Solusinya",kendala mau daftar tokopedia card selalu pemberitahuan akun verifikasi kendala padahal belum pernah daftar padahal saya daftar gopay later masak tokopedia card bgitu ndak solusi
Ugie Azkazzam,"Pelanggan lama. Sudah lebih dr 12th pakai Tokopedia, bahkan jg langganan plus. Tapi makin kesini pelayanannya makin parah. Komplain ke CS jg jawabannya template bgt! Bagusan aplikasi sebelah skrg sih",langgan lama lebih dr 12th pakai tokopedia bahkan jg langgan plus makin kesini layan makin parah komplain cs jg jawab template banget bagus aplikasi belah skrg sih
aRis Stevanoel,"Gopayleter dah bisa lagi di gunain di Tokopedia... Tapi pas ngecek Makin kesini Makin kesana... Bunganya mahal banget sebulan kena 4,45% dr total yg kita mau belanjain... udahnya gtu Mentok di 3 Bulan doang jatuh temponya... Ga tau kenapa padahal ga pernah ada masalah apa lagi telat bayar pas masih make",gopayleter dah gunain tokopedia pas ngecek makin kesini makin kesana bunga mahal banget bulan kena 445 dr total yang mau belanjain udahnya gtu mentok 3 bulan doang jatuh tempo ga tau padahal ga pernah masalah apa lagi telat bayar pas make
edi rohmawan,Jangan pake aplikasi ini!! Ketika ada masalah proses claim refund sangat amat lama dan tidak jelas sudah 2 bulan sampai saat ini masalah tidak terselesaikan!!! Rugi waktu rugi uang rugi segalanya!!! Percuma pakai asuransi dan bantuan Tokopedia care tidak berguna sama sekali!!!! Sangat tidak aman dan tidak terjamin untuk belanja online disini!!!,jangan pake aplikasi ketika masalah proses claim refund sangat lama jelas 2 bulan saat masalah selesai rugi waktu rugi uang rugi segala percuma pakai asuransi bantu tokopedia care guna sama sekali sangat tidak aman tidak jamin belanja online sini
Ramdani abdul M,"Ongkir reguler sangat mahal , karena aku tinggal di sumatera. Tapi aplikasi sebelah berani bikin ekspedisi sendiri, yah walau nyampenya lama tapi ongkirnya murah meriah.",ongkir reguler sangat mahal aku tinggal sumatera aplikasi belah berani bikin ekspedisi sendiri yah nyampenya lama ongkirnya murah riah
Rafadlis,"Saya kurang setuju kalo official diganti jadi Mall, terus jadi cuma ada dua jenis toko. padahal menurut saya konsep official itu lebih bagus daripada mall, karena kurang sesaui dengan konteks, yang official belum tentu mall, mall kan lebih ke tempat gede. Terus dengan adanya 3 jenis toko kita bisa estimasi mana yang resmi, gede, dan kecil Apa lagi kan itu ciri khas tokopedia pakai official dan lainnya, kenapa harus ikut ikut yang lain? Sayang banget sih, ikonik padahal, kecewa",kurang tuju kalo official ganti jadi mall terus jadi cuma dua jenis toko padahal saya konsep official lebih bagus mall kurang sau konteks official tentu mall mall kan lebih tempat gede terus ada 3 jenis toko bisa estimasi mana resmi gede kecil apa kan ciri khas tokopedia pakai official lain harus ikut ikut lain sayang banget sih ikonik padahal kecewa
M. Ghiffari Zakka Wali,"Untuk 12.12 kemarin, kenapa nggak semua user bisa pakai voucher di produk Xiaomi yang flash sale, termasuk saya tidak bisa, padahal niatan beli untuk dipakai pribadi. Malahan makelar yang jual lagi HP nya dapat dan bisa beli secara berulang-ulang menggunakan voucher. Saya merasa ini tidak adil, karena akun saya juga akun lama, transaksi pun sudah banyak dan sering membeli barang elektronik non HP juga. Lebih baik bikin ketentuan baru agar semua user tidak bisa pakai voucher untuk flash sale.",1212 kemarin nggak semua user pakai voucher produk xiaomi flash sale masuk padahal niat beli pakai pribadi malah makelar jual hp nya beli berulangulang guna voucher rasa tidak adil akun akun lama transaksi sudah banyak dan sering beli barang elektronik non hp juga lebih baik bikin tentu baru semua user tidak bisa pakai voucher flash sale
Muhammad Nico Permana,"Makin kesini makin jelek pelayanan Tokopedia, semenjak PENGGUNAAN FITUR KURIR REKOMENDASI yg malah sama sekali tidak saya rekomendasikan utk digunakan. Sudah 2x paket saya tidak sampai & yg terakhir ini kurir tdk bs menemukan alamat saya, PADAHAL DAH JELAS ALAMAT SAYA ITU DI APT yg tdk perlu dipertanyakan lg lokasinya.",makin kesini makin jelek layan tokopedia semenjak guna fitur kurir rekomendasi yang malah sama sekali rekomendasi utk guna 2x paket tidak yang akhir kurir tidak bs temu alamat padahal dah jelas alamat saya itu apt yang tidak perlu tanya lg lokasi
Opak Bakar,"Pengalaman pertama pakai TokPed, saya sangat kaget dengan ongkirnya, padahal di aplikasi sebelah gak sampai semahal di tokopedia, saya cuma beli barang 6.000 kena ongkir di 25.000, alhasil saya pindah CheckOut di aplikasi sebelah yang ongkirnya lebih terjangkau, mohon untuk mimin tokopedia lebih di sesuaikan lagi untuk ongkirnyaa ya",alam pertama pakai tokped sangat kaget ongkirnya padahal aplikasi belah gak mahal tokopedia cuma beli barang 6000 kena ongkir 25000 alhasil pindah checkout aplikasi belah ongkirnya lebih jangkau mohon mimin tokopedia lebih sesuai untuk ongkirnyaa
Gugun OneHeart,"Susah dan kesal sekali.. mau dapet kupon diskon nya, di klik klaim tidak bisa, padahal sisa kuota juga masih ada. seperti di atur untuk akun akun tertentu yang bisa klik klaim nya.",susah kesal sekali mau dapet kupon diskon nya klik klaim bisa padahal sisa kuota masih seperti atur akun akun tentu bisa klik klaim nya
Nurul Kurniawati,Pelayanan tokopedia gk pernah failled sih cuma mau saran aja tlong jgn recomm pake sicepat ya karna paket sering hilang dan pengiriman lama padahal sama dlm 1 kota cuma beda kecamatan aja... tlong di perhatikan ya kak kl bisa sicepat dihapus dari pilihan expedisi tokopedia rating sicepat jg sudah buruk,layan tokopedia gak pernah failled sih cuma mau saran aja tlong jgn recomm pake sicepat karna paket sering hilang kirim lama padahal sama dlm 1 kota cuma beda camat aja tlong perhati kak kl sicepat hapus pilih expedisi tokopedia rating sicepat jg buruk
Jggkgk Gkhkh,Tokopedia masih ada aja penjual² yang jualan asalan aja...ditunggu barangnya 5 hari ga dikemas juga..tau² disuruh batal...trs masalah pengiriman sampai 1 bulan barang ga sampe² pdhl di lacak udh diterima sama penerima langsung...tolong diperbaiki yaa,tokopedia ada aja jual jual asal ajaditunggu barang 5 hari ga kemas jugatau suruh bataltrs masalah kirim 1 bulan barang ga sampe pdhl lacak udh terima sama terima langsungtolong baik yaa
Kano Bocil,"Parah sih... Aku dah beli barang dan udah bayar pake virtualakun. Teruss pas udah kebayar eh.. tulisannya di batalkan sistem udah saldo ke potong dan pihak toko ga mau tau🤦 dah ga lagi"" pake ini. walaupun uang gwe cuma 94 ribu yg di tf Menurut gwe itu berharga buat gwe karna hasil keringat sendiri....",parah sih aku dah beli barang udah bayar pake virtualakun teruss pas udah bayar eh tulis batal sistem udah saldo potong pihak toko ga mau tau dah ga pake walaupun uang gwe cuma 94 ribu yang tf gwe harga buat gwe karna hasil keringat sendiri
Mr Zony,"pada akhirnya saya harus meninggalkan aplikasi ini meski sudah lama dan jadi langganan karena mengingat ingin ikut membesarkan produk bangsa,namun akhir-akhir ini layanan semakin tidak berkualitas,tidak bisa pilih kurir sehingga barang yang biasanya sampai dalam 3-4hari sekarang sampai 3minggu belum juga sampai,jadi selama manajemen tokopedia tidak bisa memperbaiki ini maka hanya soal waktu aplikasi ini akan jadi artefak. bisakah kalian memperbaiki diri?",akhir harus tinggal aplikasi meski lama jadi langgan ingat ikut besar produk bangsanamun akhirakhir layan makin berkualitastidak pilih kurir barang biasa dalam 34hari sekarang 3minggu juga sampaijadi lama manajemen tokopedia bisa baik maka soal waktu aplikasi akan jadi artefak bisa kalian baik diri
Mulya Tan,"suka pesan di Tokopedia, aplikasi oke, tapi jasa expedisi pada lambat, pesan satu daerah biar sampai cepat, tapi sama aja , lambat...",suka pesan tokopedia aplikasi oke jasa expedisi lambat pesan satu daerah biar cepat sama aja lambat
Jos. Partybos,"Saya beli TV TCL Qled sampai dirumah dalam keadaan rusak, sudah mengajukan komplain kirim bukti dan foto serta video ke TCL, kurir dan menyampaikan ke TokopediaCare, tapi belum terselesaikan juga, saya sebagai customer serasa dipermainkan dan disepelekan. Belanja bukan untuk mempermudah dan membahagiakan keluarga, malah bikin ribet dan pusing. Tolong kembalikan duit saya dan ambil TV Rusak yg kalian kirim ke rumah saya, jangan saya yg sudah bayar harus repot mengantar TV ke kurir",beli tv tcl qled rumah ada rusak aju komplain kirim bukti foto video tcl kurir sampai tokopediacare belum selesai customer serasa main sepele belanja bukan mudah bahagia keluarga malah bikin ribet pusing kembali duit dan ambil tv rusak yang kalian kirim rumah jangan saya yang bayar repot antar tv kurir
erlanda bunga,"aku login ke akun tokped ku pake akun email ku sendiri, namanya masih samaaaa kaya dulu, soalnya pernah belanja di tokped pake akun itu,nomernya jugaaaaa nomor aku sendiri,trs aku juga ngeliat transaksi yang nggak aku lakukan, alamat yang tercantum juga alamat orang lain,Duh, serem banget!",aku login akun tokped ku pake akun email ku sendiri nama samaaaa kaya dulu soal pernah belanja tokped pake akun itunomernya jugaaaaa nomor aku sendiritrs aku ngeliat transaksi nggak aku laku alamat cantum alamat orang lainduh rem banget
QIUPIH,"Saya tidak senang dengan Tokopedia, saya mendapatkan diskon dan promo gratis ongkir. Akhirnya saya membeli novel dengan harga 33ribu tapi hanya perlu bayar 10ribu, saya sangat senang dan saya langsung membelinya tapi malah dibatalkan sistem. Yang bikin saya kesal dan marah karena saya tidak mendapat barang yang saya inginkan terutama diskon dan promo yang saya dapat hangus. Tokopedia membuat saya kecewa pada transaksi pertama yang saya lakukan di aplikasi Tokopedia. Tolong saya butuh keadilan.😭",senang tokopedia dapat diskon promo gratis ongkir akhir beli novel harga 33ribu hanya perlu bayar 10ribu sangat senang langsung bel malah batal sistem bikin kesal marah saya tidak dapat barang saya ingin utama diskon promo saya hangus tokopedia buat saya kecewa transaksi pertama saya laku aplikasi tokopedia saya butuh adil
adilah aprilya,"Kecewa sama aplikasi Tokopedia, habis di-update bukannya bagus malah aplikasi ga bisa dibuka cuma muncul layar putih padahal ini saya masih ada paket yang belum sampe. Tolong segera diperbaiki!! Terus ini solusinya gimana ya?",kecewa sama aplikasi tokopedia habis diupdate bukan bagus malah aplikasi ga buka cuma muncul layar putih padahal saya ada paket belum sampe segera baik terus solusi gimana
Erik Setiawan,"Sangat membantu, memudahkan dan mengubah peradaban cara orang-orang berbelanja barang. Harapannya terus ditingkatkan kualitas aplikasi, pelayanan para penjual dan kurir pengantar barangnya. Dan jangan lupa Gratis Ongkir sama Promo2 ttp harus dipertahankan. hahahaha... Terima kasih",sangat bantu mudah ubah adab cara orangorang belanja barang harap terus tingkat kualitas aplikasi layan jual kurir antar barang jangan lupa gratis ongkir sama promo2 ttp tahan hahahaha terima kasih
Melissa Djohar,"Sering hitam sendiri layarnya, shake2 nya keluar trus. Ada notifikasi shake2 trus, jadi ganggu banget kalo lagi cari2 barang. Tolong diperbaiki ya",sering hitam sendiri layar shake2 nya keluar trus notifikasi shake2 trus jadi ganggu banget kalo cari2 barang baik
